yearID,teamID,avg_age,lgID,franchID,G,R,W,L,runs_per_game,win_pct
1974,NYA,28.369373776908024,AL,NYY,162,671,89,73,4.1419753086419755,0.5493827160493827
1974,NYN,28.459195308682197,NL,NYM,162,572,71,91,3.5308641975308643,0.4382716049382716
1974,OAK,28.944221776887108,AL,OAK,162,689,90,72,4.253086419753086,0.5555555555555556
1974,PHI,27.13310127631361,NL,PHI,162,676,80,82,4.172839506172839,0.49382716049382713
1974,PIT,27.530838750594576,NL,PIT,162,751,88,74,4.635802469135802,0.5432098765432098
1974,SDN,26.852005303281405,NL,SDP,162,541,60,102,3.3395061728395063,0.37037037037037035
1974,SFN,25.703484549638397,NL,SFG,162,634,72,90,3.9135802469135803,0.4444444444444444
1974,SLN,28.23536,NL,STL,161,677,86,75,4.204968944099379,0.5341614906832298
1974,TEX,27.488414432307184,AL,TEX,161,690,84,76,4.285714285714286,0.525
1975,ATL,27.672093023255815,NL,ATL,161,583,67,94,3.62111801242236,0.4161490683229814
1975,BAL,30.561746497230367,AL,BAL,159,682,90,69,4.289308176100629,0.5660377358490566
1975,BOS,27.25311475409836,AL,BOS,160,796,95,65,4.975,0.59375
1975,CAL,26.17902051621443,AL,ANA,161,628,72,89,3.900621118012422,0.4472049689440994
1975,CHA,27.5326982076538,AL,CHW,161,655,75,86,4.068322981366459,0.4658385093167702
1975,CHN,27.550353925353924,NL,CHC,162,712,75,87,4.395061728395062,0.46296296296296297
1975,CIN,28.926164987405542,NL,CIN,162,840,108,54,5.185185185185185,0.6666666666666666
1975,CLE,27.356082095778408,AL,CLE,159,688,79,80,4.327044025157233,0.4968553459119497
1975,DET,28.162854686156493,AL,DET,159,570,57,102,3.5849056603773586,0.3584905660377358
1975,HOU,26.841838403663722,NL,HOU,162,664,64,97,4.098765432098766,0.39751552795031053
1975,KCA,28.593638429081466,AL,KCR,162,710,91,71,4.382716049382716,0.5617283950617284
1975,LAN,27.90100944317812,NL,LAD,162,648,88,74,4.0,0.5432098765432098
1975,MIN,28.10449456433555,AL,MIN,159,724,76,83,4.553459119496855,0.4779874213836478
1975,ML4,27.387483355525966,AL,MIL,162,675,68,94,4.166666666666667,0.41975308641975306
1975,MON,25.18662771827329,NL,WSN,162,601,75,87,3.7098765432098766,0.46296296296296297
1975,NYA,29.248161764705884,AL,NYY,160,681,83,77,4.25625,0.51875
1975,NYN,29.578870496592014,NL,NYM,162,646,82,80,3.9876543209876543,0.5061728395061729
1975,OAK,29.20278232405892,AL,OAK,162,758,98,64,4.679012345679013,0.6049382716049383
